0,1,2,3,4,5,6,7,8,9
-0.7643982342155098,-0.5036631021900674,-1.1617911656594913,0.48601678750060434,0.4222896836889836,-0.1567466627437048,-0.4122868064973968,-0.3374666543626198,1.3033649279286177,-0.42252106604164746
-0.8132121473518678,-0.6447396842972625,-1.261618176650328,0.7791763664669313,0.4798451114824124,-0.36134199302015607,-0.2987093996514791,0.15014627239290232,1.77450948828696,-1.3344026021131261
1.1945100944314182,2.1835067707865,0.6680869014795837,-1.140936373066743,-1.4012124413218612,-1.0294995208095168,-1.4755265391350931,-2.2391623803442107,2.27200335569891,-0.9377676713971649
-0.8270417765828428,-0.3561992589937375,-0.9236111543615242,0.8616790622360667,0.5136475055833146,0.22150099690056693,-0.5363285248392909,0.5589200486633094,1.806220326610649,-0.15549467031628367
0.0664091605750225,-0.46470080954634574,0.3871238854712575,-0.736123145826186,-0.7607941098426014,-0.6785064926446106,0.340154418303215,-0.08972716666501272,1.7805026942181708,0.8629749132191249
-0.8086281295037628,-0.23354746848981545,-0.602206492109575,0.48491675155701597,0.8626343852196589,0.06130382577402335,-0.4182967549904815,0.44046092943131065,1.9751547817153468,-1.2446315475751055
4.279189735556551,4.729075978694712,2.7891448215727412,-1.7943577235582944,-1.6953846278216067,-4.713221537410472,-3.414065317993555,-2.4565048292530753,1.2375205478553204,-0.2840549916556723
1.123533042694069,0.9084838958524408,0.281762754468135,-1.0171823294130402,-1.0175095893656714,-3.0200248274286827,1.0467756856626023,1.6503548196469315,0.8115715391658913,0.17159088251399796
0.33187080954796905,-1.063045234462951,-0.3340145222834459,0.3991139479571153,0.5392276957137275,0.920127882529773,0.7388287567898414,-0.2947755948024494,-0.025894252876047272,-1.550471337781789
-0.18546969089723175,-0.5917308764549567,-0.19693862659453532,0.08175357823184151,0.3199689231673331,0.22456288099416916,0.4820902862977854,0.37831479929451683,-0.8659560737082403,0.1683390074272569
